Дата свершения транзакции;Идентификатор акции;Маркер контрольной группы;Идентификатор клиента;Идентификатор свершенной транзакции;Оборот по транзакции (рубли + бонусы);Оборот по транзакции (рубли);Сумма начисленных бонусов по транзакции
31.12.2019 15:21;Целевая 6% на Отток;false;213233331;106911524670;786;785,80;23,58
31.12.2019 10:27;Целевая 7% на Новых;false;212450678;106886586554;564;282,51;19,78
25.12.2019 10:57;Целевая 7% на Новых;false;226997205;106196814723;54;53,82;3,76
27.12.2019 13:59;Целевая 7% на Новых;false;213058619;106437815311;917;533,95;37,38
12.12.2019 21:07;Целевая 7% на Новых;false;254000935;104932974309;771;771,26;53,99
23.12.2019 12:19;Целевая 6% на Отток;false;230402750;105991435500;752;376,49;11,30
23.12.2019 20:21;Целевая 7% на Новых;false;212065933;106040067969;1 263;1 155,47;34,66
10.12.2019 17:33;Целевая 7% на Новых;false;219803029;104704052230;94;47,18;1,41
07.12.2019 10:25;Целевая 6% на Отток;false;213103888;104353382432;2 105;2 104,71;126,28
17.12.2019 13:17;Целевая 7% на Новых;false;302568383;105379079996;257;212,73;14,89
01.01.2020 14:15;Целевая 6% на Отток;false;228011040;106977241447;136;68,09;4,10
31.12.2019 12:17;Целевая 7% на Новых;false;235955262;106895299762;3 005;3 005,21;210,37
06.12.2019 15:17;Целевая 7% на Новых;false;213355864;104247669431;7;7,06;0,49
19.12.2019 18:13;Целевая 7% на Новых;false;213369441;105571060214;140;139,84;9,79
26.12.2019 11:42;Целевая 6% на Отток;false;213147836;106290413094;1 875;1 370,39;82,21
25.12.2019 16:55;Целевая 6% на Отток;false;254084766;106225104060;182;182,22;10,93
16.12.2019 16:20;Целевая 7% на Новых;false;252579204;105288341371;3 954;2 072,22;145,06
11.12.2019 18:17;Целевая 6% на Отток;false;212956026;104798989966;956;478,86;28,73
31.12.2019 11:47;Целевая 7% на Новых;false;213334069;106893243403;110;110,18;7,71
27.12.2019 12:14;Целевая 7% на Новых;false;246319593;106427462489;83;83,34;5,83
02.01.2020 13:37;Целевая 6% на Отток;false;217415246;106986421822;552;276,89;16,61
03.12.2019 13:33;Целевая 6% на Отток;false;218184972;103912016541;299;149,73;8,98
11.12.2019 12:16;Целевая 6% на Отток;false;213110221;104767016843;862;442,61;26,56
30.12.2019 12:16;Целевая 6% на Отток;false;213877798;106776966511;97;97,47;5,85
23.12.2019 15:58;Целевая 6% на Отток;false;214001756;106013583780;771;548,07;16,44
20.12.2019 17:43;Целевая 7% на Новых;false;226748440;105705142914;726;422,07;29,54
29.12.2019 15:06;Целевая 6% на Отток;false;214713763;106693081700;658;329,13;19,75
24.12.2019 16:49;Целевая 7% на Новых;false;213185361;106128387635;322;162,02;11,34
03.01.2020 15:07;Целевая 7% на Новых;false;236681611;107010141869;153;77,69;5,44
13.12.2019 18:30;Целевая 7% на Новых;false;242439029;105025018212;461;281,11;19,68
09.12.2019 23:03;Целевая 7% на Новых;false;226832543;104624946988;76;75,57;5,30
09.12.2019 11:18;Целевая 6% на Отток;false;217466377;104537828530;13;12,59;0,76
11.12.2019 7:00;Целевая 7% на Новых;false;242287288;104754661930;95;94,64;6,62
14.12.2019 20:11;Целевая 7% на Новых;false;214026037;105148114198;83;83,34;5,83
21.12.2019 13:37;Целевая 7% на Новых;false;212844957;105800139816;1 227;676,47;47,36
16.12.2019 20:39;Целевая 7% на Новых;false;245037113;105309941770;55;55,09;1,65
29.12.2019 15:42;Целевая 7% на Новых;false;252184963;106696064972;4 143;2 072,36;145,06
29.12.2019 18:55;Целевая 7% на Новых;false;448083719;106712528850;172;172,33;12,06
24.12.2019 17:05;Целевая 7% на Новых;false;213523989;106129923077;564;282,51;8,48
03.01.2020 20:25;Целевая 6% на Отток;false;213623941;107036048678;496;248,61;7,46
05.12.2019 18:42;Целевая 7% на Новых;false;243835056;104171658111;42;42,38;2,97
05.12.2019 11:43;Целевая 7% на Новых;false;240737899;104137313173;71;35,31;2,47
09.12.2019 11:23;Целевая 7% на Новых;false;225468730;104538276479;271;271,07;18,98
11.12.2019 12:27;Целевая 7% на Новых;false;246386421;104767735295;394;197,76;13,84
11.12.2019 19:02;Целевая 7% на Новых;false;251975160;104803724877;1 092;546,11;38,22
31.12.2019 12:04;Целевая 7% на Новых;false;279787856;106894907973;209;209,06;14,63
06.12.2019 8:30;Целевая 6% на Отток;false;212852692;104216643320;307;219,79;6,60
19.12.2019 16:00;Целевая 7% на Новых;false;213338181;105558768984;309;154,67;4,65
20.12.2019 12:25;Целевая 7% на Новых;false;213466199;105674764785;97;76,28;5,34
08.12.2019 16:27;Целевая 6% на Отток;false;247403209;104465294334;168;168,09;10,09
07.12.2019 16:21;Целевая 6% на Отток;false;298628839;104380170324;373;372,91;22,37
03.01.2020 11:15;Целевая 7% на Новых;false;220449803;106995832061;1 934;967,23;67,70
05.12.2019 17:55;Целевая 7% на Новых;false;219580602;104167539938;236;235,90;16,51
22.12.2019 9:53;Целевая 7% на Новых;false;212756456;105876326387;225;113,00;7,91
03.12.2019 13:23;Целевая 7% на Новых;false;252053006;103910969528;505;254,26;17,80
18.12.2019 15:46;Целевая 7% на Новых;false;285571317;105472906350;351;176,57;12,36
18.12.2019 14:27;Целевая 7% на Новых;false;218208811;105466464647;4 530;3 593,54;251,55
01.01.2020 19:18;Целевая 7% на Новых;false;213446634;106980119583;201;100,64;7,05
11.12.2019 20:45;Целевая 7% на Новых;false;230840836;104814474699;31;31,22;2,18
11.12.2019 14:15;Целевая 7% на Новых;false;213797989;104775860708;493;246,49;17,26
11.12.2019 9:22;Целевая 7% на Новых;false;233837007;104757789359;167;83,41;2,50
31.12.2019 17:46;Контрольная 6% на Отток;true;202878156;106924107963;254;254,26;7,63
06.12.2019 17:23;Целевая 7% на Новых;false;302005542;104259555958;832;610,22;42,72
19.12.2019 8:53;Целевая 7% на Новых;false;275995067;105530797529;83;83,34;5,83
30.12.2019 12:17;Целевая 7% на Новых;false;213398185;106776993963;1 121;1 120,86;78,47
27.12.2019 19:05;Целевая 7% на Новых;false;213201851;106467538480;1 005;502,87;35,20
27.12.2019 14:35;Целевая 7% на Новых;false;224786593;106441525288;175;175,16;12,26
16.12.2019 15:46;Целевая 7% на Новых;false;219742474;105286556406;41;21,19;0,64
08.12.2019 19:49;Целевая 7% на Новых;false;243665348;104479239505;138;137,58;9,63
10.12.2019 18:14;Целевая 7% на Новых;false;213737773;104707839849;705;352,43;24,68
29.12.2019 13:09;Целевая 7% на Новых;false;219887775;106682907278;182;91,82;6,43
24.12.2019 9:04;Целевая 6% на Отток;false;213038791;106096412619;67;66,66;4,01
07.12.2019 10:24;Целевая 6% на Отток;false;220795013;104353322197;308;153,97;4,62
07.12.2019 13:30;Целевая 7% на Новых;false;272194945;104366799750;157;156,65;10,98
17.12.2019 18:27;Контрольная 7% на Новых;true;213130943;105405619554;45;45,20;1,36
22.12.2019 18:06;Целевая 6% на Отток;false;213230481;105914159519;364;182,22;10,93
31.12.2019 17:19;Целевая 7% на Новых;false;254625897;106921669572;139;138,85;9,72
26.12.2019 14:42;Целевая 7% на Новых;false;202534854;106305907220;3 784;1 892,51;132,47
26.12.2019 15:47;Целевая 6% на Отток;false;219946241;106312385703;770;406,82;24,41
21.12.2019 19:10;Целевая 7% на Новых;false;245903242;105830097886;888;444,95;13,35
20.12.2019 12:33;Контрольная 7% на Новых;true;233142560;105675340986;149;148,88;4,46
23.12.2019 15:40;Целевая 7% на Новых;false;253365306;106011844036;81;81,08;5,68
29.12.2019 11:15;Целевая 7% на Новых;false;213004086;106675006054;1 511;978,51;68,49
07.12.2019 14:37;Целевая 7% на Новых;false;232780708;104372546967;126;125,58;8,80
03.01.2020 15:35;Целевая 7% на Новых;false;237655154;107012773552;386;386,48;27,05
17.12.2019 21:24;Целевая 7% на Новых;false;229575535;105420518553;1 201;600,34;42,02
03.12.2019 15:40;Целевая 7% на Новых;false;224924781;103925530356;918;459,08;13,77
18.12.2019 14:01;Целевая 6% на Отток;false;235777490;105464264429;367;184,34;11,07
11.12.2019 10:07;Целевая 7% на Новых;false;221319949;104759668721;218;108,91;7,61
11.12.2019 10:55;Целевая 6% на Отток;false;220043543;104762146894;7;7,06;0,42
06.12.2019 10:58;Целевая 7% на Новых;false;220779858;104223671573;1 556;1 398,71;97,92
10.12.2019 12:29;Целевая 7% на Новых;false;230181073;104679703954;206;103,12;7,22
05.12.2019 13:28;Целевая 7% на Новых;false;242452782;104145242417;394;393,68;27,56
03.12.2019 18:51;Целевая 7% на Новых;false;242760683;103944581838;931;930,87;65,16
03.12.2019 9:57;Целевая 7% на Новых;false;235097181;103889380832;1 115;557,96;39,06
18.12.2019 20:39;Целевая 7% на Новых;false;220130048;105499510642;30;15,04;1,06
28.12.2019 12:06;Целевая 6% на Отток;false;238611761;106556798460;493;473,21;28,39
15.12.2019 17:05;Целевая 7% на Новых;false;214076454;105208759156;949;474,62;33,22
31.12.2019 14:28;Контрольная 6% на Отток;true;219993592;106907109488;733;589,53;17,69
19.12.2019 10:29;Целевая 7% на Новых;false;205931479;105533390195;83;83,34;5,83
19.12.2019 11:28;Целевая 7% на Новых;false;214908115;105536574282;824;412,75;12,39
24.12.2019 12:40;Целевая 6% на Отток;false;213206703;106107798665;761;381,39;22,88
24.12.2019 12:32;Целевая 7% на Новых;false;213403760;106107193111;309;155,38;4,66
24.12.2019 16:36;Целевая 7% на Новых;false;244607516;106127193521;182;182,22;12,76
13.12.2019 18:12;Целевая 7% на Новых;false;284700186;105023403667;600;300,87;21,06
09.12.2019 12:48;Контрольная 6% на Отток;true;241841053;104547694366;639;319,73;9,59
06.12.2019 10:07;Контрольная 7% на Новых;true;234991614;104220125943;54;53,68;1,61
26.12.2019 12:33;Целевая 7% на Новых;false;251605627;106293956934;225;113,00;7,91
30.12.2019 15:05;Целевая 7% на Новых;false;227535044;106789903227;3 345;3 172,60;222,08
27.12.2019 12:49;Целевая 7% на Новых;false;226808457;106430717730;1 323;662,35;46,37
12.12.2019 11:05;Целевая 7% на Новых;false;247244376;104878258922;386;193,52;13,55
24.12.2019 19:10;Целевая 7% на Новых;false;239090037;106141550430;436;436,04;30,53
07.12.2019 15:41;Целевая 7% на Новых;false;297458114;104377309163;42;41,53;2,91
02.01.2020 12:50;Целевая 6% на Отток;false;212070494;106985914449;183;182,50;10,96
03.01.2020 16:44;Целевая 6% на Отток;false;220648536;107019285879;564;563,61;33,82
17.12.2019 19:20;Контрольная 6% на Отток;true;245606787;105410040531;1 539;1 539,40;46,18
09.12.2019 9:09;Целевая 7% на Новых;false;221035180;104521384148;28;14,13;0,42
28.12.2019 11:58;Целевая 6% на Отток;false;202677108;106556058964;81;81,08;4,86
26.12.2019 14:41;Целевая 6% на Отток;false;213379923;106305828526;703;702,89;42,18
27.12.2019 19:52;Целевая 7% на Новых;false;212889978;106471856122;624;624,49;43,70
21.12.2019 15:10;Целевая 6% на Отток;false;213188616;105808607993;309;309,35;18,56
12.12.2019 12:46;Целевая 7% на Новых;false;250397393;104885748703;876;437,89;30,65
04.12.2019 19:22;Целевая 7% на Новых;false;223865616;104052757041;69;69,22;4,85
20.12.2019 15:08;Целевая 7% на Новых;false;213452940;105690669865;1 484;743,00;52,01
08.12.2019 14:59;Целевая 7% на Новых;false;243179023;104459337575;140;69,92;4,90
08.12.2019 17:59;Целевая 7% на Новых;false;234779792;104471771227;134;134,19;9,39
23.12.2019 13:27;Целевая 7% на Новых;false;213291075;105998052751;577;288,66;20,20
24.12.2019 16:01;Целевая 7% на Новых;false;220950790;106124231794;131;65,68;4,60
17.12.2019 12:29;Целевая 7% на Новых;false;243140475;105376469681;587;586,78;41,08
18.12.2019 20:06;Целевая 7% на Новых;false;243960998;105496115495;1 829;1 534,04;107,38
18.12.2019 12:18;Целевая 7% на Новых;false;239249084;105456962413;967;483,45;33,84
11.12.2019 14:55;Целевая 7% на Новых;false;225413728;104779654926;634;317,82;22,25
11.12.2019 11:21;Контрольная 7% на Новых;true;213316840;104763652595;945;631,13;18,93
21.12.2019 14:39;Целевая 7% на Новых;false;223980262;105805787870;559;559,37;39,16
16.12.2019 17:03;Целевая 7% на Новых;false;239852024;105290362271;33;32,77;2,30
20.12.2019 13:42;Целевая 7% на Новых;false;249947414;105682035621;3 264;2 418,07;72,55
13.12.2019 13:33;Целевая 7% на Новых;false;213260943;104998797012;634;317,12;22,21
03.12.2019 11:13;Целевая 7% на Новых;false;239929341;103897869015;42;41,67;2,92
09.12.2019 12:54;Целевая 6% на Отток;false;221147135;104548601233;3 784;3 490,23;209,43
28.12.2019 14:32;Контрольная 7% на Новых;true;240000464;106570940525;50;26,16;0,79
06.12.2019 17:51;Целевая 7% на Новых;false;246420826;104262327452;493;247,20;17,30
19.12.2019 16:15;Целевая 7% на Новых;false;213647531;105560159010;198;197,91;13,84
19.12.2019 16:48;Контрольная 7% на Новых;true;248412311;105563244139;41;40,96;1,23
16.12.2019 20:44;Целевая 7% на Новых;false;214712078;105310354825;182;91,11;6,38
04.12.2019 16:19;Целевая 6% на Отток;false;243549297;104031733757;83;42,38;2,54
20.12.2019 16:47;Целевая 7% на Новых;false;203169140;105699669624;195;194,93;13,65
20.12.2019 18:52;Целевая 7% на Новых;false;252169992;105711594170;55;55,09;3,86
08.12.2019 16:07;Целевая 7% на Новых;false;213989155;104464079770;145;73,45;5,14
23.12.2019 20:05;Целевая 7% на Новых;false;225751594;106038510492;761;761,37;22,84
23.12.2019 14:01;Целевая 7% на Новых;false;230732729;106001691416;182;91,11;2,74
10.12.2019 16:48;Целевая 7% на Новых;false;230717660;104701588517;352;176,57;12,36
02.01.2020 10:31;Целевая 7% на Новых;false;230204666;106984853814;1 573;1 359,30;40,78
12.12.2019 19:50;Контрольная 7% на Новых;true;217313386;104925265455;117;116,54;3,50
03.01.2020 17:00;Целевая 7% на Новых;false;268408279;107020820878;391;196,35;13,74
03.01.2020 18:24;Целевая 7% на Новых;false;215281081;107028562682;1 312;896,97;26,91
17.12.2019 17:52;Целевая 7% на Новых;false;213469745;105403171571;139;138,85;9,72
05.12.2019 14:42;Целевая 6% на Отток;false;213435578;104151140609;420;210,47;6,31
05.12.2019 12:57;Целевая 6% на Отток;false;212802316;104142820933;2 034;1 572,17;94,33
22.12.2019 18:22;Целевая 7% на Новых;false;232263568;105915546507;267;133,49;9,35
03.12.2019 15:46;Целевая 6% на Отток;false;237846344;103926072282;405;405,40;24,32
26.12.2019 17:04;Целевая 6% на Отток;false;248462487;106319841918;958;480,13;14,41
25.12.2019 12:17;Целевая 7% на Новых;false;228876987;106202520604;824;412,07;28,84
21.12.2019 11:23;Целевая 7% на Новых;false;202410855;105790974994;361;181,94;12,73
24.12.2019 18:37;Целевая 7% на Новых;false;217199537;106138412118;1 424;712,52;49,88
17.12.2019 11:17;Целевая 7% на Новых;false;267435719;105372345100;133;133,49;9,35
13.12.2019 8:17;Контрольная 7% на Новых;true;220411753;104982042822;182;91,82;2,75
28.12.2019 15:52;Целевая 7% на Новых;false;233053757;106578685321;138;138,43;9,69
06.12.2019 11:05;Целевая 7% на Новых;false;238839157;104224476575;139;138,57;9,69
25.12.2019 17:47;Целевая 6% на Отток;false;211929329;106229715337;2 546;2 545,99;152,75
25.12.2019 18:56;Целевая 6% на Отток;false;212819975;106235728316;41;40,96;1,23
27.12.2019 10:45;Целевая 7% на Новых;false;219614786;106420091874;359;227,87;15,95
27.12.2019 17:01;Целевая 7% на Новых;false;220521989;106455749098;57;56,50;3,96
04.12.2019 8:19;Целевая 7% на Новых;false;226212099;103992113937;42;42,38;2,97
22.12.2019 9:04;Контрольная 7% на Новых;true;217430104;105875198688;1 113;1 042,47;31,27
11.12.2019 17:43;Целевая 7% на Новых;false;279326690;104795453582;2 987;1 822,59;127,58
26.12.2019 17:15;Целевая 7% на Новых;false;213918937;106320910325;1 328;707,69;21,23
16.12.2019 15:59;Целевая 7% на Новых;false;227739865;105287806345;2 032;1 753,89;122,78
05.12.2019 8:53;Целевая 7% на Новых;false;233636543;104129062400;549;549,48;38,46
05.12.2019 8:52;Целевая 7% на Новых;false;244141917;104129102644;7;7,06;0,49
22.12.2019 18:01;Целевая 7% на Новых;false;213968850;105913699814;140;140,41;9,83
03.12.2019 10:36;Целевая 7% на Новых;false;212702924;103893700715;1 092;546,70;38,27
18.12.2019 16:23;Целевая 7% на Новых;false;213072881;105475912369;93;93,37;6,53
30.12.2019 12:11;Целевая 7% на Новых;false;231426886;106776538588;867;433,68;13,01
30.12.2019 21:08;Целевая 6% на Отток;false;233179864;106819152111;215;107,42;3,22
23.12.2019 10:16;Целевая 7% на Новых;false;219383333;105981358523;671;335,57;23,49
24.12.2019 10:46;Целевая 7% на Новых;false;220592000;106100501156;407;406,82;28,48
17.12.2019 11:18;Целевая 7% на Новых;false;205594079;105372377169;619;618,70;18,56
11.12.2019 14:04;Целевая 7% на Новых;false;249942397;104775187415;182;175,16;12,26
31.12.2019 12:44;Целевая 7% на Новых;false;223994790;106898089133;1 593;796,68;55,77
26.12.2019 14:33;Целевая 7% на Новых;false;235173324;106305060258;493;492,98;34,51
25.12.2019 12:04;Целевая 7% на Новых;false;213348833;106201650273;394;197,76;5,93
03.01.2020 10:43;Целевая 7% на Новых;false;212747364;106995658466;2 571;2 570,54;77,11
17.12.2019 17:55;Целевая 6% на Отток;false;212431979;105403020471;195;97,47;5,85
17.12.2019 9:49;Целевая 7% на Новых;false;239870299;105366884205;21;21,19;0,64
17.12.2019 9:35;Целевая 7% на Новых;false;252917857;105365723578;145;145,49;10,18
22.12.2019 18:56;Целевая 6% на Отток;false;212859705;105918452497;13;12,71;0,76
26.12.2019 15:23;Целевая 7% на Новых;false;251753772;106310023748;83;83,34;5,83
30.12.2019 14:22;Целевая 6% на Отток;false;217131114;106786458983;964;964,49;57,86
25.12.2019 13:39;Целевая 7% на Новых;false;213198133;106208794602;3 009;1 916,84;134,18
16.12.2019 19:52;Целевая 7% на Новых;false;242634502;105305680531;158;79,24;2,37
23.12.2019 12:40;Целевая 7% на Новых;false;246323853;105993592149;549;275,45;8,26
10.12.2019 13:04;Целевая 7% на Новых;false;213137788;104682958588;155;77,69;5,44
24.12.2019 12:42;Целевая 7% на Новых;false;255230654;106107946194;352;351,73;24,62
05.12.2019 11:06;Целевая 7% на Новых;false;213249211;104134283895;670;669,62;46,87
05.12.2019 13:35;Целевая 7% на Новых;false;213104179;104145644934;226;226,01;15,82
09.12.2019 8:39;Целевая 7% на Новых;false;212977976;104518732954;663;634,24;19,03
15.12.2019 14:29;Целевая 6% на Отток;false;213761986;105195137260;720;600,05;35,99
30.12.2019 17:15;Контрольная 7% на Новых;true;220532246;106800443590;225;113,00;3,39
14.12.2019 20:02;Целевая 7% на Новых;false;232348417;105147274558;150;149,73;10,48
14.12.2019 17:05;Целевая 7% на Новых;false;239204569;105130537891;41;20,48;1,44
14.12.2019 19:45;Целевая 6% на Отток;false;213167549;105145744798;2 909;1 455,78;87,35
27.12.2019 14:31;Целевая 7% на Новых;false;242092564;106441086947;775;388,31;27,19
27.12.2019 15:04;Целевая 7% на Новых;false;218641107;106444236173;1 231;616,59;43,17
16.12.2019 12:31;Целевая 7% на Новых;false;218231334;105269683229;127;63,56;4,45
12.12.2019 19:13;Целевая 7% на Новых;false;212893730;104921804705;231;137,98;9,66
23.12.2019 16:11;Целевая 6% на Отток;false;212980000;106015004491;903;452,02;13,56
29.12.2019 10:58;Целевая 7% на Новых;false;236041642;106674211242;124;123,88;8,67
05.12.2019 15:21;Целевая 7% на Новых;false;230635576;104154477783;336;220,22;6,61
28.12.2019 17:28;Целевая 6% на Отток;false;213520638;106588070898;1 057;529,14;31,75
06.12.2019 14:13;Целевая 7% на Новых;false;235739677;104241583625;564;282,51;19,78
06.12.2019 9:23;Целевая 6% на Отток;false;233521790;104217952657;41;40,96;2,46
30.12.2019 13:51;Целевая 7% на Новых;false;221900643;106783930200;134;67,80;2,03
27.12.2019 9:50;Целевая 6% на Отток;false;235188314;106416078360;1 198;1 038,23;31,15
27.12.2019 19:59;Контрольная 7% на Новых;true;240278313;106472441504;834;417,74;12,53
21.12.2019 10:42;Целевая 7% на Новых;false;219413688;105788824618;509;491,57;14,75
04.12.2019 13:22;Целевая 7% на Новых;false;213390257;104012266660;493;492,98;34,51
17.12.2019 12:10;Целевая 7% на Новых;false;239534785;105375380743;479;395,52;27,69
09.12.2019 14:46;Целевая 7% на Новых;false;313362806;104562372502;2 570;2 570,09;179,90
28.12.2019 11:57;Целевая 7% на Новых;false;248227196;106556173082;29;29,38;2,05
28.12.2019 18:08;Целевая 7% на Новых;false;244644319;106591869169;303;151,99;4,56
11.12.2019 13:02;Целевая 7% на Новых;false;270957668;104769648624;776;775,55;54,28
26.12.2019 14:59;Целевая 7% на Новых;false;212884112;106307638923;41;40,65;2,84
25.12.2019 10:46;Контрольная 6% на Отток;true;217149033;106195896515;140;139,84;4,20
14.12.2019 20:19;Контрольная 7% на Новых;true;219680359;105148716420;818;409,64;12,29
12.12.2019 18:52;Целевая 6% на Отток;false;213013493;104919536411;55;28,11;1,70
04.12.2019 15:25;Целевая 7% на Новых;false;213338181;104025902362;518;259,20;18,15
10.12.2019 19:55;Целевая 7% на Новых;false;211880017;104716959614;126;125,72;8,80
11.12.2019 17:22;Контрольная 7% на Новых;true;213379664;104793430681;879;439,53;13,18
06.12.2019 16:25;Целевая 7% на Новых;false;315952537;104253867921;111;110,89;7,77
06.12.2019 10:09;Целевая 7% на Новых;false;239864417;104220226944;652;327,29;22,91
30.12.2019 12:18;Целевая 7% на Новых;false;243147347;106777059204;71;70,63;4,94
30.12.2019 17:02;Целевая 7% на Новых;false;220913007;106799298854;1 672;1 290,23;90,32
16.12.2019 20:25;Целевая 7% на Новых;false;252473607;105308643676;110;110,18;7,71
29.12.2019 14:03;Целевая 6% на Отток;false;212721688;106687549690;694;347,49;10,42
22.12.2019 12:46;Целевая 6% на Отток;false;242198282;105886017058;267;200,58;12,03
22.12.2019 16:56;Целевая 7% на Новых;false;213161469;105907701045;453;226,72;15,88
13.12.2019 19:26;Целевая 6% на Отток;false;213421553;105029915533;3 069;1 534,95;46,05
09.12.2019 13:47;Целевая 7% на Новых;false;259790200;104554887204;1 072;536,77;37,57
28.12.2019 13:20;Целевая 7% на Новых;false;213613621;106563730613;1 118;1 118,04;33,55
06.12.2019 17:54;Целевая 7% на Новых;false;213430589;104262679412;285;142,67;9,99
25.12.2019 13:22;Целевая 7% на Новых;false;213613621;106207507785;356;178,26;12,49
16.12.2019 17:30;Целевая 7% на Новых;false;219824918;105292529079;2 350;2 349,50;70,49
12.12.2019 10:01;Целевая 7% на Новых;false;238850945;104873403287;624;624,35;43,70
20.12.2019 18:47;Целевая 6% на Отток;false;228187730;105711174424;92;92,10;2,77
05.12.2019 12:23;Целевая 7% на Новых;false;221020619;104140153335;275;275,45;8,26
05.12.2019 17:57;Целевая 7% на Новых;false;219003302;104167726407;126;126,14;8,83
22.12.2019 8:39;Целевая 7% на Новых;false;238674339;105874615694;114;114,42;8,01
13.12.2019 14:48;Целевая 7% на Новых;false;240307652;105005069369;7;7,06;0,49
11.12.2019 18:09;Целевая 7% на Новых;false;212888390;104798153217;1 575;787,67;55,13
06.12.2019 19:50;Целевая 7% на Новых;false;228713003;104275297812;972;971,84;68,03
06.12.2019 16:19;Контрольная 7% на Новых;true;213527838;104253329208;853;427,44;12,83
19.12.2019 11:44;Целевая 7% на Новых;false;213189806;105537476155;102;101,56;7,12
20.12.2019 12:43;Целевая 7% на Новых;false;213649049;105676285449;286;286,32;20,04
08.12.2019 17:04;Целевая 6% на Отток;false;224074449;104467815692;862;430,90;25,85
10.12.2019 14:50;Целевая 7% на Новых;false;255233977;104692397768;704;352,43;24,68
29.12.2019 15:57;Целевая 7% на Новых;false;219702105;106697323318;1 911;1 098,97;32,97
03.01.2020 13:35;Целевая 7% на Новых;false;226117837;107002094393;375;188,29;13,18
13.12.2019 13:35;Целевая 6% на Отток;false;220885322;104999012490;249;248,89;14,94
03.12.2019 20:16;Целевая 7% на Новых;false;229311062;103951949672;1 020;509,96;35,70
09.12.2019 17:01;Целевая 7% на Новых;false;217576804;104580265309;55;55,09;3,86
18.12.2019 15:47;Целевая 7% на Новых;false;299938730;105472936014;761;380,68;26,65
01.01.2020 18:04;Целевая 6% на Отток;false;219693127;106979526153;648;324,18;19,47
31.12.2019 13:02;Целевая 7% на Новых;false;213599512;106899080812;165;82,71;5,79
31.12.2019 15:24;Целевая 6% на Отток;false;203590746;106911776222;171;171,20;10,28
31.12.2019 12:36;Целевая 7% на Новых;false;252403679;106897485703;710;709,58;49,67
06.12.2019 9:21;Целевая 7% на Новых;false;214291493;104217896492;1 341;670,96;46,97
06.12.2019 11:59;Контрольная 7% на Новых;true;250229713;104229066589;41;40,96;1,23
19.12.2019 12:53;Целевая 7% на Новых;false;247021916;105542191980;42;41,81;2,92
13.12.2019 17:00;Целевая 6% на Отток;false;213227543;105016843195;3 025;2 140,64;128,43
13.12.2019 11:38;Целевая 7% на Новых;false;213975834;104990648897;959;480,58;33,65
09.12.2019 13:43;Целевая 7% на Новых;false;220827274;104554457586;1 634;1 241,49;86,91
28.12.2019 12:31;Целевая 7% на Новых;false;219598513;106559082910;1 908;954,45;66,81
21.12.2019 13:04;Целевая 7% на Новых;false;232771826;105797348997;350;350,31;24,52
21.12.2019 17:00;Целевая 7% на Новых;false;213123409;105818244406;479;239,48;16,77
03.01.2020 16:00;Целевая 7% на Новых;false;212852835;107015046515;225;113,00;7,91
13.12.2019 18:50;Целевая 6% на Отток;false;244598257;105026885460;182;91,96;5,51
09.12.2019 16:05;Целевая 7% на Новых;false;236456751;104572833461;548;488,60;34,21
27.12.2019 14:40;Контрольная 6% на Отток;true;213756463;106441994024;235;130,80;3,93
21.12.2019 13:19;Целевая 7% на Новых;false;213277173;105798534498;493;247,20;7,42
16.12.2019 15:35;Целевая 7% на Новых;false;243585445;105285732475;153;152,56;10,68
04.12.2019 18:28;Целевая 7% на Новых;false;214515604;104046407333;289;289,11;20,24
20.12.2019 12:24;Целевая 7% на Новых;false;212790147;105674628517;753;377,15;26,40
10.12.2019 10:45;Целевая 7% на Новых;false;214023345;104671295199;126;125,72;8,80
02.01.2020 14:13;Целевая 7% на Новых;false;213143492;106986754270;746;372,91;26,10
13.12.2019 13:08;Целевая 6% на Отток;false;231133025;104996762422;1 270;716,17;42,97
11.12.2019 11:51;Целевая 6% на Отток;false;213348366;104765336443;327;327,43;19,63
31.12.2019 15:51;Целевая 7% на Новых;false;236563327;106914168392;575;574,91;40,24
04.12.2019 17:55;Целевая 7% на Новых;false;245290643;104042447693;181;90,40;6,33
08.12.2019 16:03;Целевая 7% на Новых;false;222936613;104463749154;534;533,95;37,38
17.12.2019 10:13;Целевая 6% на Отток;false;216881954;105368334069;69;69,22;4,15
13.12.2019 20:08;Целевая 7% на Новых;false;229403002;105033856657;3 059;1 530,43;107,13
13.12.2019 17:26;Целевая 7% на Новых;false;268247987;105019189852;41;40,96;2,87
03.12.2019 10:45;Целевая 7% на Новых;false;213271556;103894014636;1 168;584,09;17,53
09.12.2019 15:31;Целевая 7% на Новых;false;247247187;104568467538;521;521,23;36,49
06.12.2019 18:03;Контрольная 7% на Новых;true;219783675;104263682161;959;480,27;14,41
27.12.2019 22:48;Целевая 6% на Отток;false;212787691;106489090663;352;176,57;10,59
12.12.2019 11:17;Целевая 6% на Отток;false;220349631;104879299369;96;48,03;2,88
29.12.2019 15:45;Целевая 7% на Новых;false;212580794;106696313280;135;67,80;2,03
07.12.2019 14:43;Целевая 7% на Новых;false;214784994;104373024601;267;266,97;18,69
02.01.2020 17:06;Целевая 7% на Новых;false;214036846;106988993639;897;449,19;13,48
03.12.2019 21:44;Целевая 7% на Новых;false;212669894;103959032504;1 093;1 092,61;76,49
